NACE732;NACE732_LIB;NACE88;NACE88_LIB;NACE38;NACE38_LIB;NACE17;NACE17_LIB;NACE4;NACE4_LIB;NACE_GS;NACE_GS_LIB
7111Z;Activités d'architecture;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";MA;Activités juridiques, de conseil et d'ingénierie;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7112A;Activité des géomètres;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";MA;Activités juridiques, de conseil et d'ingénierie;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7112B;Ingénierie, études techniques;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";MA;Activités juridiques, de conseil et d'ingénierie;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7120A;Contrôle technique automobile;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";MA;Activités juridiques, de conseil et d'ingénierie;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7120B;Analyses, essais et inspections techniques;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";MA;Activités juridiques, de conseil et d'ingénierie;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7211Z;Recherche-développement en biotechnologie;72;Recherche-développement scientifique;MB;Recherche et développement;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7219Z;Recherche-développement en autres sciences physiques et naturelles;72;Recherche-développement scientifique;MB;Recherche et développement;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7220Z;Recherche-développement en sciences humaines et sociales;72;Recherche-développement scientifique;MB;Recherche et développement;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7311Z;Activités des agences de publicité;73;Publicité et études de marché;MC;autres activités scientifiques et techniques;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7312Z;Régie publicitaire de médias;73;Publicité et études de marché;MC;autres activités scientifiques et techniques;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7320Z;études de marché et sondages;73;Publicité et études de marché;MC;autres activités scientifiques et techniques;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7410Z;Activités spécialisées de design;74;autres activités spécialisées, scientifiques et techniques;MC;autres activités scientifiques et techniques;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7420Z;Activités photographiques;74;autres activités spécialisées, scientifiques et techniques;MC;autres activités scientifiques et techniques;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7430Z;Traduction et interprétation;74;autres activités spécialisées, scientifiques et techniques;MC;autres activités scientifiques et techniques;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7490A;Activité des économistes de la construction;74;autres activités spécialisées, scientifiques et techniques;MC;autres activités scientifiques et techniques;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7490B;Activités spécialisées, scientifiques et techniques diverses;74;autres activités spécialisées, scientifiques et techniques;MC;autres activités scientifiques et techniques;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7500Z;Activités vétérinaires;75;Activités vétérinaires;MC;autres activités scientifiques et techniques;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7711A;Location de courte durée de voitures et de véhicules automobiles légers;77;Activités de location et location-bail;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7711B;Location de longue durée de voitures et de véhicules automobiles légers;77;Activités de location et location-bail;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7712Z;Location et location-bail de camions;77;Activités de location et location-bail;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7721Z;Location et location-bail d'articles de loisirs et de sport;77;Activités de location et location-bail;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7722Z;Location de vidéocassettes et disques vidéo;77;Activités de location et location-bail;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7729Z;Location et location-bail d'autres biens personnels et domestiques;77;Activités de location et location-bail;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7731Z;Location et location-bail de machines et équipements agricoles;77;Activités de location et location-bail;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7732Z;Location et location-bail de machines et équipements pour la construction;77;Activités de location et location-bail;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7733Z;Location et location-bail de machines de bureau et de matériel informatique;77;Activités de location et location-bail;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7734Z;Location et location-bail de matériels de transport par eau;77;Activités de location et location-bail;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7735Z;Location et location-bail de matériels de transport aérien;77;Activités de location et location-bail;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7739Z;Location et location-bail d'autres machines, équipements et biens matériels n.c.a.;77;Activités de location et location-bail;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7740Z;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des oeuvres soumises à copyright;77;Activités de location et location-bail;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7810Z;Activités des agences de placement de main-d'oeuvre;78;Activités liées à l'emploi;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7820Z;Activités des agences de travail temporaire;78;Activités liées à l'emploi;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS6;Intérim
7830Z;autre mise à disposition de ressources humaines;78;Activités liées à l'emploi;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7911Z;Activités des agences de voyage;79;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7912Z;Activités des voyagistes;79;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7990Z;autres services de réservation et activités connexes;79;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8010Z;Activités de sécurité privée;80;Enquêtes et sécurité;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8020Z;Activités liées aux systèmes de sécurité;80;Enquêtes et sécurité;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8030Z;Activités d'enquête;80;Enquêtes et sécurité;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8110Z;Activités combinées de soutien lié aux bâtiments;81;Services relatifs aux bâtiments et aménagement paysager;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8121Z;Nettoyage courant des bâtiments;81;Services relatifs aux bâtiments et aménagement paysager;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8122Z;autres activités de nettoyage des bâtiments et nettoyage industriel;81;Services relatifs aux bâtiments et aménagement paysager;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8129A;Désinfection, désinsectisation, dératisation;81;Services relatifs aux bâtiments et aménagement paysager;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8129B;autres activités de nettoyage n.c.a.;81;Services relatifs aux bâtiments et aménagement paysager;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8130Z;Services d'aménagement paysager;81;Services relatifs aux bâtiments et aménagement paysager;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8211Z;Services administratifs combinés de bureau;82;Activités administratives et autres activités de soutien aux entreprises;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8219Z;Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau;82;Activités administratives et autres activités de soutien aux entreprises;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8220Z;Activités de centres d'appels;82;Activités administratives et autres activités de soutien aux entreprises;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8230Z;Organisation de foires, salons professionnels et congrès;82;Activités administratives et autres activités de soutien aux entreprises;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8291Z;Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle;82;Activités administratives et autres activités de soutien aux entreprises;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8292Z;Activités de conditionnement;82;Activités administratives et autres activités de soutien aux entreprises;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8299Z;autres activités de soutien aux entreprises n.c.a.;82;Activités administratives et autres activités de soutien aux entreprises;NZ;Activités de services administratifs et de soutien;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
8411Z;Administration publique générale;84;"Administration publique et défense ; sécurité sociale obligatoire";OZ;Administration publique;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8412Z;Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale;84;"Administration publique et défense ; sécurité sociale obligatoire";OZ;Administration publique;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8413Z;Administration publique (tutelle) des activités économiques;84;"Administration publique et défense ; sécurité sociale obligatoire";OZ;Administration publique;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8421Z;Affaires étrangères;84;"Administration publique et défense ; sécurité sociale obligatoire";OZ;Administration publique;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8422Z;Défense;84;"Administration publique et défense ; sécurité sociale obligatoire";OZ;Administration publique;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8423Z;Justice;84;"Administration publique et défense ; sécurité sociale obligatoire";OZ;Administration publique;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8424Z;Activités d'ordre public et de sécurité;84;"Administration publique et défense ; sécurité sociale obligatoire";OZ;Administration publique;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8425Z;Services du feu et de secours;84;"Administration publique et défense ; sécurité sociale obligatoire";OZ;Administration publique;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8430A;Activités générales de sécurité sociale;84;"Administration publique et défense ; sécurité sociale obligatoire";OZ;Administration publique;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8430B;Gestion des retraites complémentaires;84;"Administration publique et défense ; sécurité sociale obligatoire";OZ;Administration publique;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8430C;Distribution sociale de revenus;84;"Administration publique et défense ; sécurité sociale obligatoire";OZ;Administration publique;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8510Z;Enseignement pré-primaire;85;Enseignement;PZ;Education;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8520Z;Enseignement primaire;85;Enseignement;PZ;Education;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8531Z;Enseignement secondaire général;85;Enseignement;PZ;Education;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8532Z;Enseignement secondaire technique ou professionnel;85;Enseignement;PZ;Education;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8541Z;Enseignement post-secondaire non supérieur;85;Enseignement;PZ;Education;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8542Z;Enseignement supérieur;85;Enseignement;PZ;Education;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8551Z;Enseignement de disciplines sportives et d'activités de loisirs;85;Enseignement;PZ;Education;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8552Z;Enseignement culturel;85;Enseignement;PZ;Education;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8553Z;Enseignement de la conduite;85;Enseignement;PZ;Education;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8559A;Formation continue d'adultes;85;Enseignement;PZ;Education;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8559B;autres enseignements;85;Enseignement;PZ;Education;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8560Z;Activités de soutien à l'enseignement;85;Enseignement;PZ;Education;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8610Z;Activités hospitalières;86;Activités pour la santé humaine;QA;Activités pour la santé humaine;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8621Z;Activité des médecins généralistes;86;Activités pour la santé humaine;QA;Activités pour la santé humaine;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8622A;Activités de radiodiagnostic et de radiothérapie;86;Activités pour la santé humaine;QA;Activités pour la santé humaine;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8622B;Activités chirurgicales;86;Activités pour la santé humaine;QA;Activités pour la santé humaine;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8622C;autres activités des médecins spécialistes;86;Activités pour la santé humaine;QA;Activités pour la santé humaine;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8623Z;Pratique dentaire;86;Activités pour la santé humaine;QA;Activités pour la santé humaine;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8690A;Ambulances;86;Activités pour la santé humaine;QA;Activités pour la santé humaine;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8690B;Laboratoires d'analyses médicales;86;Activités pour la santé humaine;QA;Activités pour la santé humaine;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8690C;Centres de collecte et banques d'organes;86;Activités pour la santé humaine;QA;Activités pour la santé humaine;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8690D;Activités des infirmiers et des sages-femmes;86;Activités pour la santé humaine;QA;Activités pour la santé humaine;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8690E;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;86;Activités pour la santé humaine;QA;Activités pour la santé humaine;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8690F;Activités de santé humaine non classées ailleurs;86;Activités pour la santé humaine;QA;Activités pour la santé humaine;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8710A;Hébergement médicalisé pour personnes âgées;87;Hébergement médico-social et social;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8710B;Hébergement médicalisé pour enfants handicapés;87;Hébergement médico-social et social;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8710C;Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé;87;Hébergement médico-social et social;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8720A;Hébergement social pour handicapés mentaux et malades mentaux;87;Hébergement médico-social et social;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8720B;Hébergement social pour toxicomanes;87;Hébergement médico-social et social;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8730A;Hébergement social pour personnes âgées;87;Hébergement médico-social et social;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8730B;Hébergement social pour handicapés  physiques;87;Hébergement médico-social et social;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8790A;Hébergement social pour enfants en difficultés;87;Hébergement médico-social et social;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8790B;Hébergement social pour adultes et familles en difficultés et autre hébergement social;87;Hébergement médico-social et social;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8810A;Aide à domicile;88;Action sociale sans hébergement;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8810B;Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées;88;Action sociale sans hébergement;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8810C;Aide par le travail;88;Action sociale sans hébergement;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8891A;Accueil de jeunes enfants;88;Action sociale sans hébergement;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8891B;Accueil ou accompagnement sans hébergement d'enfants handicapés;88;Action sociale sans hébergement;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8899A;autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents;88;Action sociale sans hébergement;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
8899B;Action sociale sans hébergement n.c.a.;88;Action sociale sans hébergement;QB;Action sociale et hébergement médico-social;OQ;Administrations publiques, défense, ens;4;Tertiaire;GS7;Services non marchands
9001Z;Arts du spectacle vivant;90;Activités créatives, artistiques et de spectacle;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9002Z;Activités de soutien au spectacle vivant;90;Activités créatives, artistiques et de spectacle;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9003A;Création artistique relevant des arts plastiques;90;Activités créatives, artistiques et de spectacle;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9003B;autre création artistique;90;Activités créatives, artistiques et de spectacle;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9004Z;Gestion de salles de spectacles;90;Activités créatives, artistiques et de spectacle;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9101Z;Gestion des bibliothèques et des archives;91;Bibliothèques, archives, musées et autres activités culturelles;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9102Z;Gestion des musées;91;Bibliothèques, archives, musées et autres activités culturelles;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9103Z;Gestion des sites et monuments historiques et des attractions touristiques similaires;91;Bibliothèques, archives, musées et autres activités culturelles;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9104Z;Gestion des jardins botaniques et zoologiques et des réserves naturelles;91;Bibliothèques, archives, musées et autres activités culturelles;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9200Z;Organisation de jeux de hasard et d'argent;92;Organisation de jeux de hasard et d'argent;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9311Z;Gestion d'installations sportives;93;Activités sportives, récréatives et de loisirs;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9312Z;Activités de clubs de sports;93;Activités sportives, récréatives et de loisirs;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9313Z;Activités des centres de culture physique;93;Activités sportives, récréatives et de loisirs;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9319Z;autres activités liées au sport;93;Activités sportives, récréatives et de loisirs;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9321Z;Activités des parcs d'attractions et parcs à thèmes;93;Activités sportives, récréatives et de loisirs;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9329Z;autres activités récréatives et de loisirs;93;Activités sportives, récréatives et de loisirs;RZ;Arts, spectacles et activités récréatives;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9411Z;Activités des organisations patronales et consulaires;94;Activités des organisations associatives;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9412Z;Activités des organisations professionnelles;94;Activités des organisations associatives;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9420Z;Activités des syndicats de salariés;94;Activités des organisations associatives;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9491Z;Activités des organisations religieuses;94;Activités des organisations associatives;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9492Z;Activités des organisations politiques;94;Activités des organisations associatives;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9499Z;autres organisations fonctionnant par adhésion volontaire;94;Activités des organisations associatives;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9511Z;Réparation d'ordinateurs et d'équipements périphériques;95;Réparation d'ordinateurs et de biens personnels et domestiques;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9512Z;Réparation d'équipements de communication;95;Réparation d'ordinateurs et de biens personnels et domestiques;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9521Z;Réparation de produits électroniques grand public;95;Réparation d'ordinateurs et de biens personnels et domestiques;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9522Z;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin;95;Réparation d'ordinateurs et de biens personnels et domestiques;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9523Z;Réparation de chaussures et d'articles en cuir;95;Réparation d'ordinateurs et de biens personnels et domestiques;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9524Z;Réparation de meubles et d'équipements du foyer;95;Réparation d'ordinateurs et de biens personnels et domestiques;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9525Z;Réparation d'articles d'horlogerie et de bijouterie;95;Réparation d'ordinateurs et de biens personnels et domestiques;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9529Z;Réparation d'autres biens personnels et domestiques;95;Réparation d'ordinateurs et de biens personnels et domestiques;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9601A;Blanchisserie-teinturerie de gros;96;autres services personnels;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9601B;Blanchisserie-teinturerie de détail;96;autres services personnels;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9602A;Coiffure;96;autres services personnels;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9602B;Soins de beauté;96;autres services personnels;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9603Z;Services funéraires;96;autres services personnels;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9604Z;Entretien corporel;96;autres services personnels;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9609Z;autres services personnels n.c.a.;96;autres services personnels;SZ;autres activités de services;RU;Autres activités de services;4;Tertiaire;GS5;Autres services marchands hors intérim
9700Z;Activités des ménages en tant qu'employeurs de personnel domestique;97;Activités des ménages en tant qu'employeurs de personnel domestique;TZ;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";RU;Autres activités de services;4;Tertiaire;NCA;_non_classé_ailleurs_
9810Z;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre;98;Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre;TZ;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";RU;Autres activités de services;4;Tertiaire;NCA;_non_classé_ailleurs_
9820Z;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre;98;Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre;TZ;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";RU;Autres activités de services;4;Tertiaire;NCA;_non_classé_ailleurs_
9900Z;Activités des organisations et organismes extraterritoriaux;99;Activités des organisations et organismes extraterritoriaux;UZ;Activités extra-territoriales;RU;Autres activités de services;4;Tertiaire;NCA;_non_classé_ailleurs_
